titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0009152	5	A Herdeira Fingida	PT	\N	imdbDisplay	\N	0
tt0009153	5	A recompensa	PT	\N	imdbDisplay	\N	0
tt0009159	4	Em Hasta Pública	PT	\N	imdbDisplay	\N	0
tt0009175	1	O Diamante da Coroa	PT	\N	imdbDisplay	\N	0
tt0009193	1	O Homem dos Olhos Tortos	PT	\N	\N	\N	0
tt0009203	2	A Casa do Ouro	PT	\N	imdbDisplay	\N	0
tt0009204	10	A Casa do Ódio	PT	\N	imdbDisplay	\N	0
tt0009210	3	O Grande Hugo	PT	\N	imdbDisplay	\N	0
tt0009225	6	Na Palma da Mão	PT	\N	imdbDisplay	\N	0
tt0009237	4	O Rouxinol Japonês	PT	\N	imdbDisplay	\N	0
tt0009274	5	Pelo Nome de Uma Dama	PT	\N	imdbDisplay	\N	0
tt0009304	3	Nas Garras do Leão	PT	\N	imdbDisplay	\N	0
tt0009325	4	O Rei do Circo	PT	\N	imdbDisplay	\N	0
tt0009336	1	Mal de Espanha	PT	\N	\N	\N	0
tt0009337	2	Malmequer	PT	\N	\N	\N	0
tt0009345	1	Manobras do Campo Entrincheirado	PT	\N	\N	\N	0
tt0009349	1	Marionetas	PT	\N	imdbDisplay	\N	0
tt0009376	1	Conquista do Amor	PT	\N	imdbDisplay	\N	0
tt0009378	2	Sua Excelência a Ambição	PT	\N	imdbDisplay	\N	0
tt0009384	1	Abecedário do Amor	PT	\N	imdbDisplay	\N	0
tt0009391	2	Suicídio Moral	PT	\N	imdbDisplay	\N	0
tt0009394	5	Espigas de Oiro	PT	\N	imdbDisplay	\N	0
tt0009403	1	Sapatos que Apertam	PT	\N	imdbDisplay	\N	0
tt0009423	1	O Naulahka	PT	\N	imdbDisplay	\N	0
tt0009426	3	Amor com Amor se Cura	PT	\N	imdbDisplay	\N	0
tt0009457	6	Soberba	PT	\N	\N	\N	0
tt0009482	3	Uma Peste	PT	\N	imdbDisplay	\N	0
tt0009491	3	Bonecos	PT	\N	imdbDisplay	\N	0
tt0009513	5	Mulher Primitiva	PT	\N	imdbDisplay	\N	0
tt0009530	4	O Cavalo Vencedor	PT	\N	imdbDisplay	\N	0
tt0009532	2	A Caminho do Arco-Íris	PT	\N	imdbDisplay	\N	0
tt0009555	1	Densas Trevas	PT	\N	imdbDisplay	\N	0
tt0009562	4	Uma Novela Simples	PT	\N	imdbDisplay	\N	0
tt0009573	7	Salomé	PT	\N	imdbDisplay	\N	0
tt0009580	10	Uma Gota de Sangue	PT	\N	alternative	\N	0
tt0009580	8	A Pérola Maldita	PT	\N	imdbDisplay	\N	0
tt0009593	3	O Código Secreto	PT	\N	imdbDisplay	\N	0
tt0009611	31	Charlot nas Trincheira	PT	\N	imdbDisplay	\N	0
tt0009621	4	Seis Balázios	PT	\N	imdbDisplay	\N	0
tt0009643	1	Pecadora e Mártir	PT	\N	imdbDisplay	\N	0
tt0009671	3	A Alegria do Bairro	PT	\N	imdbDisplay	\N	0
tt0009682	15	Tarzan, o Homem Macaco	PT	\N	imdbDisplay	\N	0
tt0009688	2	O Milhafre	PT	\N	imdbDisplay	\N	0
tt0009694	5	O Filho Bastardo	PT	\N	imdbDisplay	\N	0
tt0009701	5	Tih Minh	PT	\N	imdbDisplay	\N	0
tt0009716	1	Tourada no Campo Pequeno	PT	\N	\N	\N	0
tt0009728	5	Ponto de Honra	PT	\N	imdbDisplay	\N	0
tt0009753	2	Vaidade	PT	\N	imdbDisplay	\N	0
tt0009760	3	Um Modelo Perfeito	PT	\N	imdbDisplay	\N	0
tt0009761	1	Viagem Presidencial ao Norte	PT	\N	\N	\N	0
tt0009802	1	Vida de Casados	PT	\N	imdbDisplay	\N	0
tt0009816	4	O Direito da Força	PT	\N	imdbDisplay	\N	0
tt0009817	3	O Triunfador do Derby	PT	\N	imdbDisplay	\N	0
tt0009827	3	Mulher	PT	\N	\N	\N	0
tt0009832	5	A Mulher e a Lei	PT	\N	imdbDisplay	\N	0
tt0009862	6	Aventuras de Ruth	PT	\N	imdbDisplay	\N	0
tt0009879	2	Romance de Uma Orfã	PT	\N	imdbDisplay	\N	0
tt0009890	4	O Atleta fantasma	PT	\N	\N	\N	0
tt0009893	8	A Princesa das Ostras	PT	\N	\N	\N	0
tt0009905	1	Barrabás	PT	\N	imdbDisplay	\N	0
tt0009918	5	A Bela de Nova Iorque	PT	\N	imdbDisplay	\N	0
tt0009924	1	Melhores Tempos	PT	\N	imdbDisplay	\N	0
tt0009937	7	A Lei das Montanhas	PT	\N	\N	\N	0
tt0009951	1	A Hospedeira	PT	\N	imdbDisplay	\N	0
tt0009952	8	Feitiços de Amor	PT	\N	imdbDisplay	\N	0
tt0009956	1	O Rei da Audácia	PT	\N	imdbDisplay	\N	0
tt0009968	25	O Lírio Quebrado	PT	\N	\N	\N	0
tt0009973	3	Harold na Broadway	PT	\N	\N	original subtitled version	0
tt0009988	2	Casamento de Interesse	PT	\N	imdbDisplay	\N	0
tt0010000	5	Burladores Burlados	PT	\N	imdbDisplay	\N	0
tt0010016	2	A Nova Lei	PT	\N	imdbDisplay	\N	0
tt0010017	1	O Comissário de Polícia	PT	\N	\N	\N	0
tt0010032	4	A Gardénia Vermelha	PT	\N	imdbDisplay	\N	0
tt0010035	4	Cupido Não Dorme	PT	\N	imdbDisplay	\N	0
tt0010039	1	Aventuras de Polo	PT	\N	imdbDisplay	\N	0
tt0010040	2	As Pernas Altas do Papá	PT	\N	imdbDisplay	\N	0
tt0010046	4	Polícia Aérea	PT	\N	imdbDisplay	\N	0
tt0010060	5	Glória, a Gloriosa	PT	\N	imdbDisplay	\N	0
tt0010085	9	Elmo, o Poderoso	PT	\N	imdbDisplay	\N	0
tt0010101	1	Exposição de Rosas no Palácio de Cristal	PT	\N	\N	\N	0
tt0010107	1	Orgulho da Força	PT	\N	imdbDisplay	\N	0
tt0010119	2	O Barranco do Diabo	PT	\N	imdbDisplay	\N	0
tt0010122	1	Rixas de Aldeia	PT	\N	imdbDisplay	\N	0
tt0010132	2	A Chama do Deserto	PT	\N	imdbDisplay	\N	0
tt0010140	5	Esposa Desprezada	PT	\N	imdbDisplay	\N	0
tt0010150	2	Fugindo ao Casamento	PT	\N	imdbDisplay	\N	0
tt0010193	6	O Grande Problema	PT	\N	imdbDisplay	\N	0
tt0010226	1	Coração de Penhor	PT	\N	imdbDisplay	\N	0
tt0010227	8	No Centro da Montanha	PT	\N	imdbDisplay	\N	0
tt0010247	2	O Tesouro de Arne	PT	\N	\N	\N	0
tt0010255	4	Sua Majestade Douglas	PT	\N	imdbDisplay	\N	0
tt0010323	12	A Barraca do Dr. Caligári	PT	\N	\N	informal alternative title	0
tt0010323	38	O Gabinete do Dr. Caligari	PT	\N	\N	alternative spelling	0
tt0010323	3	O Gabinete do Doutor Caligari	PT	\N	imdbDisplay	\N	0
tt0010331	8	O Medroso Valente	PT	\N	imdbDisplay	\N	0
tt0010361	2	O Homem Leão	PT	\N	imdbDisplay	\N	0
tt0010403	3	Amores de Letty	PT	\N	imdbDisplay	\N	0
tt0010412	3	Maciste Apaixonado	PT	\N	\N	\N	0
tt0010416	1	O Mais Forte	PT	\N	\N	\N	0
tt0010418	7	Macho e Fêmea	PT	\N	\N	\N	0
tt0010443	4	A Sacrificada	PT	\N	imdbDisplay	\N	0
tt0010462	4	A Diligência da Meia-Noite	PT	\N	imdbDisplay	\N	0
tt0010479	1	Monitor Americano Surto no Tejo	PT	\N	\N	\N	0
tt0010503	1	Nascimento, Musico	PT	\N	\N	\N	0
tt0010504	1	Nascimento, Sapateiro	PT	\N	\N	\N	0
tt0010543	4	Uma Semana de Vida	PT	\N	imdbDisplay	\N	0
tt0010548	4	Dura Retribuição	PT	\N	imdbDisplay	\N	0
tt0010558	3	O Monte dos Trovões	PT	\N	imdbDisplay	\N	0
